modello,id_snippet,layer,probabilita_vergine,probabilita_attaccata
Qwen/Qwen2.5-7B-Instruct,15,2,98.71,98.71
Qwen/Qwen2.5-7B-Instruct,15,3,77.17,77.17
Qwen/Qwen2.5-7B-Instruct,15,4,9.82,9.82
Qwen/Qwen2.5-7B-Instruct,15,5,9.84,9.84
Qwen/Qwen2.5-7B-Instruct,15,6,0.04,0.04
Qwen/Qwen2.5-7B-Instruct,15,7,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,15,8,72.26,72.26
Qwen/Qwen2.5-7B-Instruct,15,9,0.03,0.03
Qwen/Qwen2.5-7B-Instruct,15,10,91.25,91.25
Qwen/Qwen2.5-7B-Instruct,15,11,3.29,3.29
Qwen/Qwen2.5-7B-Instruct,15,12,99.16,99.16
Qwen/Qwen2.5-7B-Instruct,15,13,99.96,99.96
Qwen/Qwen2.5-7B-Instruct,15,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,15,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,15,16,7.36,7.36
Qwen/Qwen2.5-7B-Instruct,15,17,9.36,9.36
Qwen/Qwen2.5-7B-Instruct,15,18,99.15,0.0
Qwen/Qwen2.5-7B-Instruct,15,19,46.87,0.0
Qwen/Qwen2.5-7B-Instruct,15,20,14.12,0.0
Qwen/Qwen2.5-7B-Instruct,15,21,37.56,0.0
Qwen/Qwen2.5-7B-Instruct,15,22,99.96,0.0
Qwen/Qwen2.5-7B-Instruct,15,23,17.96,0.0
Qwen/Qwen2.5-7B-Instruct,15,24,90.78,0.0
Qwen/Qwen2.5-7B-Instruct,15,25,99.82,0.0
Qwen/Qwen2.5-7B-Instruct,15,26,2.41,0.0
Qwen/Qwen2.5-7B-Instruct,15,27,21.19,0.0
Qwen/Qwen2.5-7B-Instruct,16,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,16,1,15.86,15.86
Qwen/Qwen2.5-7B-Instruct,16,2,98.97,98.97
Qwen/Qwen2.5-7B-Instruct,16,3,86.36,86.36
Qwen/Qwen2.5-7B-Instruct,16,4,22.02,22.02
Qwen/Qwen2.5-7B-Instruct,16,5,10.35,10.35
Qwen/Qwen2.5-7B-Instruct,16,6,0.07,0.07
Qwen/Qwen2.5-7B-Instruct,16,7,0.02,0.02
Qwen/Qwen2.5-7B-Instruct,16,8,82.39,82.39
Qwen/Qwen2.5-7B-Instruct,16,9,0.05,0.05
Qwen/Qwen2.5-7B-Instruct,16,10,94.4,94.4
Qwen/Qwen2.5-7B-Instruct,16,11,6.4,6.4
Qwen/Qwen2.5-7B-Instruct,16,12,99.71,99.71
Qwen/Qwen2.5-7B-Instruct,16,13,99.98,99.98
Qwen/Qwen2.5-7B-Instruct,16,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,16,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,16,16,20.9,20.9
Qwen/Qwen2.5-7B-Instruct,16,17,20.74,20.74
Qwen/Qwen2.5-7B-Instruct,16,18,98.34,0.0
Qwen/Qwen2.5-7B-Instruct,16,19,51.4,0.0
Qwen/Qwen2.5-7B-Instruct,16,20,5.9,0.0
Qwen/Qwen2.5-7B-Instruct,16,21,26.58,0.0
Qwen/Qwen2.5-7B-Instruct,16,22,99.89,0.0
Qwen/Qwen2.5-7B-Instruct,16,23,24.46,0.0
Qwen/Qwen2.5-7B-Instruct,16,24,92.93,0.0
Qwen/Qwen2.5-7B-Instruct,16,25,99.77,0.0
Qwen/Qwen2.5-7B-Instruct,16,26,1.14,0.0
Qwen/Qwen2.5-7B-Instruct,16,27,3.03,0.0
Qwen/Qwen2.5-7B-Instruct,17,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,17,1,11.28,11.28
Qwen/Qwen2.5-7B-Instruct,17,2,98.22,98.22
Qwen/Qwen2.5-7B-Instruct,17,3,78.44,78.44
Qwen/Qwen2.5-7B-Instruct,17,4,14.47,14.47
Qwen/Qwen2.5-7B-Instruct,17,5,5.77,5.77
Qwen/Qwen2.5-7B-Instruct,17,6,0.03,0.03
Qwen/Qwen2.5-7B-Instruct,17,7,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,17,8,83.59,83.59
Qwen/Qwen2.5-7B-Instruct,17,9,0.15,0.15
Qwen/Qwen2.5-7B-Instruct,17,10,78.21,78.21
Qwen/Qwen2.5-7B-Instruct,17,11,4.67,4.67
Qwen/Qwen2.5-7B-Instruct,17,12,96.99,96.99
Qwen/Qwen2.5-7B-Instruct,17,13,99.97,99.97
Qwen/Qwen2.5-7B-Instruct,17,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,17,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,17,16,9.8,9.8
Qwen/Qwen2.5-7B-Instruct,17,17,26.99,26.99
Qwen/Qwen2.5-7B-Instruct,17,18,99.79,0.0
Qwen/Qwen2.5-7B-Instruct,17,19,79.58,0.0
Qwen/Qwen2.5-7B-Instruct,17,20,91.23,0.0
Qwen/Qwen2.5-7B-Instruct,17,21,99.29,0.0
Qwen/Qwen2.5-7B-Instruct,17,22,100.0,1.17
Qwen/Qwen2.5-7B-Instruct,17,23,98.15,0.0
Qwen/Qwen2.5-7B-Instruct,17,24,99.96,0.0
Qwen/Qwen2.5-7B-Instruct,17,25,100.0,2.07
Qwen/Qwen2.5-7B-Instruct,17,26,87.98,0.0
Qwen/Qwen2.5-7B-Instruct,17,27,98.87,0.0
Qwen/Qwen2.5-7B-Instruct,18,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,18,1,11.73,11.73
Qwen/Qwen2.5-7B-Instruct,18,2,98.78,98.78
Qwen/Qwen2.5-7B-Instruct,18,3,70.07,70.07
Qwen/Qwen2.5-7B-Instruct,18,4,3.41,3.41
Qwen/Qwen2.5-7B-Instruct,18,5,2.63,2.63
Qwen/Qwen2.5-7B-Instruct,18,6,0.02,0.02
Qwen/Qwen2.5-7B-Instruct,18,7,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,18,8,81.21,81.21
Qwen/Qwen2.5-7B-Instruct,18,9,0.08,0.08
Qwen/Qwen2.5-7B-Instruct,18,10,92.78,92.78
Qwen/Qwen2.5-7B-Instruct,18,11,6.49,6.49
Qwen/Qwen2.5-7B-Instruct,18,12,97.1,97.1
Qwen/Qwen2.5-7B-Instruct,18,13,99.93,99.93
Qwen/Qwen2.5-7B-Instruct,18,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,18,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,18,16,15.14,15.14
Qwen/Qwen2.5-7B-Instruct,18,17,39.0,39.0
Qwen/Qwen2.5-7B-Instruct,18,18,99.88,0.0
Qwen/Qwen2.5-7B-Instruct,18,19,86.86,0.0
Qwen/Qwen2.5-7B-Instruct,18,20,39.55,0.0
Qwen/Qwen2.5-7B-Instruct,18,21,84.14,0.0
Qwen/Qwen2.5-7B-Instruct,18,22,100.0,0.02
Qwen/Qwen2.5-7B-Instruct,18,23,43.41,0.0
Qwen/Qwen2.5-7B-Instruct,18,24,99.36,0.0
Qwen/Qwen2.5-7B-Instruct,18,25,99.99,0.03
Qwen/Qwen2.5-7B-Instruct,18,26,1.36,0.0
Qwen/Qwen2.5-7B-Instruct,18,27,3.8,0.0
Qwen/Qwen2.5-7B-Instruct,19,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,19,1,10.46,10.46
Qwen/Qwen2.5-7B-Instruct,19,2,98.51,98.51
Qwen/Qwen2.5-7B-Instruct,19,3,66.11,66.11
Qwen/Qwen2.5-7B-Instruct,19,4,7.59,7.59
Qwen/Qwen2.5-7B-Instruct,19,5,2.62,2.62
Qwen/Qwen2.5-7B-Instruct,19,6,0.02,0.02
Qwen/Qwen2.5-7B-Instruct,19,7,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,19,8,66.43,66.43
Qwen/Qwen2.5-7B-Instruct,19,9,0.02,0.02
Qwen/Qwen2.5-7B-Instruct,19,10,86.19,86.19
Qwen/Qwen2.5-7B-Instruct,19,11,2.1,2.1
Qwen/Qwen2.5-7B-Instruct,19,12,97.77,97.77
Qwen/Qwen2.5-7B-Instruct,19,13,99.91,99.91
Qwen/Qwen2.5-7B-Instruct,19,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,19,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,19,16,8.43,8.43
Qwen/Qwen2.5-7B-Instruct,19,17,15.45,15.45
Qwen/Qwen2.5-7B-Instruct,19,18,98.71,0.0
Qwen/Qwen2.5-7B-Instruct,19,19,67.08,0.0
Qwen/Qwen2.5-7B-Instruct,19,20,77.25,0.0
Qwen/Qwen2.5-7B-Instruct,19,21,99.32,0.0
Qwen/Qwen2.5-7B-Instruct,19,22,100.0,0.11
Qwen/Qwen2.5-7B-Instruct,19,23,87.96,0.0
Qwen/Qwen2.5-7B-Instruct,19,24,99.94,0.0
Qwen/Qwen2.5-7B-Instruct,19,25,100.0,0.06
Qwen/Qwen2.5-7B-Instruct,19,26,18.96,0.0
Qwen/Qwen2.5-7B-Instruct,19,27,81.01,0.0
Qwen/Qwen2.5-7B-Instruct,20,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,20,1,16.32,16.32
Qwen/Qwen2.5-7B-Instruct,20,2,98.77,98.77
Qwen/Qwen2.5-7B-Instruct,20,3,89.31,89.31
Qwen/Qwen2.5-7B-Instruct,20,4,18.6,18.6
Qwen/Qwen2.5-7B-Instruct,20,5,13.55,13.55
Qwen/Qwen2.5-7B-Instruct,20,6,0.13,0.13
Qwen/Qwen2.5-7B-Instruct,20,7,0.02,0.02
Qwen/Qwen2.5-7B-Instruct,20,8,90.85,90.85
Qwen/Qwen2.5-7B-Instruct,20,9,0.07,0.07
Qwen/Qwen2.5-7B-Instruct,20,10,97.3,97.3
Qwen/Qwen2.5-7B-Instruct,20,11,13.65,13.65
Qwen/Qwen2.5-7B-Instruct,20,12,99.07,99.07
Qwen/Qwen2.5-7B-Instruct,20,13,99.98,99.98
Qwen/Qwen2.5-7B-Instruct,20,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,20,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,20,16,24.4,24.4
Qwen/Qwen2.5-7B-Instruct,20,17,25.52,25.52
Qwen/Qwen2.5-7B-Instruct,20,18,99.58,0.0
Qwen/Qwen2.5-7B-Instruct,20,19,91.11,0.0
Qwen/Qwen2.5-7B-Instruct,20,20,35.37,0.0
Qwen/Qwen2.5-7B-Instruct,20,21,85.88,0.0
Qwen/Qwen2.5-7B-Instruct,20,22,100.0,0.01
Qwen/Qwen2.5-7B-Instruct,20,23,87.61,0.0
Qwen/Qwen2.5-7B-Instruct,20,24,99.76,0.0
Qwen/Qwen2.5-7B-Instruct,20,25,100.0,0.06
Qwen/Qwen2.5-7B-Instruct,20,26,54.06,0.0
Qwen/Qwen2.5-7B-Instruct,20,27,60.55,0.0
Qwen/Qwen2.5-7B-Instruct,21,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,21,1,16.67,16.67
Qwen/Qwen2.5-7B-Instruct,21,2,99.07,99.07
Qwen/Qwen2.5-7B-Instruct,21,3,84.03,84.03
Qwen/Qwen2.5-7B-Instruct,21,4,20.85,20.85
Qwen/Qwen2.5-7B-Instruct,21,5,6.3,6.3
Qwen/Qwen2.5-7B-Instruct,21,6,0.03,0.03
Qwen/Qwen2.5-7B-Instruct,21,7,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,21,8,74.06,74.06
Qwen/Qwen2.5-7B-Instruct,21,9,0.03,0.03
Qwen/Qwen2.5-7B-Instruct,21,10,91.34,91.34
Qwen/Qwen2.5-7B-Instruct,21,11,4.08,4.08
Qwen/Qwen2.5-7B-Instruct,21,12,99.66,99.66
Qwen/Qwen2.5-7B-Instruct,21,13,99.92,99.92
Qwen/Qwen2.5-7B-Instruct,21,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,21,15,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,21,16,31.2,31.2
Qwen/Qwen2.5-7B-Instruct,21,17,38.36,38.36
Qwen/Qwen2.5-7B-Instruct,21,18,98.23,0.0
Qwen/Qwen2.5-7B-Instruct,21,19,85.2,0.0
Qwen/Qwen2.5-7B-Instruct,21,20,68.73,0.0
Qwen/Qwen2.5-7B-Instruct,21,21,89.57,0.0
Qwen/Qwen2.5-7B-Instruct,21,22,99.99,0.0
Qwen/Qwen2.5-7B-Instruct,21,23,94.77,0.0
Qwen/Qwen2.5-7B-Instruct,21,24,99.83,0.0
Qwen/Qwen2.5-7B-Instruct,21,25,99.97,0.01
Qwen/Qwen2.5-7B-Instruct,21,26,7.09,0.0
Qwen/Qwen2.5-7B-Instruct,21,27,70.26,0.0
Qwen/Qwen2.5-7B-Instruct,22,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,22,1,18.7,18.7
Qwen/Qwen2.5-7B-Instruct,22,2,98.95,98.95
Qwen/Qwen2.5-7B-Instruct,22,3,89.52,89.52
Qwen/Qwen2.5-7B-Instruct,22,4,29.77,29.77
Qwen/Qwen2.5-7B-Instruct,22,5,26.53,26.53
Qwen/Qwen2.5-7B-Instruct,22,6,0.17,0.17
Qwen/Qwen2.5-7B-Instruct,22,7,0.05,0.05
Qwen/Qwen2.5-7B-Instruct,22,8,95.73,95.73
Qwen/Qwen2.5-7B-Instruct,22,9,0.26,0.26
Qwen/Qwen2.5-7B-Instruct,22,10,99.26,99.26
Qwen/Qwen2.5-7B-Instruct,22,11,68.28,68.28
Qwen/Qwen2.5-7B-Instruct,22,12,99.87,99.87
Qwen/Qwen2.5-7B-Instruct,22,13,100.0,100.0
Qwen/Qwen2.5-7B-Instruct,22,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,22,15,0.05,0.05
Qwen/Qwen2.5-7B-Instruct,22,16,73.64,73.64
Qwen/Qwen2.5-7B-Instruct,22,17,90.06,90.06
Qwen/Qwen2.5-7B-Instruct,22,18,99.99,0.0
Qwen/Qwen2.5-7B-Instruct,22,19,99.21,0.0
Qwen/Qwen2.5-7B-Instruct,22,20,96.96,0.0
Qwen/Qwen2.5-7B-Instruct,22,21,99.91,0.01
Qwen/Qwen2.5-7B-Instruct,22,22,100.0,7.65
Qwen/Qwen2.5-7B-Instruct,22,23,94.85,0.0
Qwen/Qwen2.5-7B-Instruct,22,24,99.99,0.01
Qwen/Qwen2.5-7B-Instruct,22,25,100.0,29.78
Qwen/Qwen2.5-7B-Instruct,22,26,73.52,0.0
Qwen/Qwen2.5-7B-Instruct,22,27,29.2,0.0
Qwen/Qwen2.5-7B-Instruct,23,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,23,1,12.53,12.53
Qwen/Qwen2.5-7B-Instruct,23,2,98.77,98.77
Qwen/Qwen2.5-7B-Instruct,23,3,76.9,76.9
Qwen/Qwen2.5-7B-Instruct,23,4,6.43,6.43
Qwen/Qwen2.5-7B-Instruct,23,5,2.74,2.74
Qwen/Qwen2.5-7B-Instruct,23,6,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,23,7,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,23,8,66.21,66.21
Qwen/Qwen2.5-7B-Instruct,23,9,0.03,0.03
Qwen/Qwen2.5-7B-Instruct,23,10,94.76,94.76
Qwen/Qwen2.5-7B-Instruct,23,11,14.9,14.9
Qwen/Qwen2.5-7B-Instruct,23,12,99.23,99.23
Qwen/Qwen2.5-7B-Instruct,23,13,99.95,99.95
Qwen/Qwen2.5-7B-Instruct,23,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,23,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,23,16,18.57,18.57
Qwen/Qwen2.5-7B-Instruct,23,17,37.55,37.55
Qwen/Qwen2.5-7B-Instruct,23,18,99.49,0.0
Qwen/Qwen2.5-7B-Instruct,23,19,64.81,0.0
Qwen/Qwen2.5-7B-Instruct,23,20,9.9,0.0
Qwen/Qwen2.5-7B-Instruct,23,21,60.79,0.0
Qwen/Qwen2.5-7B-Instruct,23,22,99.99,0.0
Qwen/Qwen2.5-7B-Instruct,23,23,39.1,0.0
Qwen/Qwen2.5-7B-Instruct,23,24,99.61,0.0
Qwen/Qwen2.5-7B-Instruct,23,25,99.99,0.08
Qwen/Qwen2.5-7B-Instruct,23,26,12.79,0.0
Qwen/Qwen2.5-7B-Instruct,23,27,45.19,0.0
Qwen/Qwen2.5-7B-Instruct,24,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,24,1,15.29,15.29
Qwen/Qwen2.5-7B-Instruct,24,2,98.84,98.84
Qwen/Qwen2.5-7B-Instruct,24,3,66.14,66.14
Qwen/Qwen2.5-7B-Instruct,24,4,6.6,6.6
Qwen/Qwen2.5-7B-Instruct,24,5,2.59,2.59
Qwen/Qwen2.5-7B-Instruct,24,6,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,24,7,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,24,8,64.04,64.04
Qwen/Qwen2.5-7B-Instruct,24,9,0.02,0.02
Qwen/Qwen2.5-7B-Instruct,24,10,85.91,85.91
Qwen/Qwen2.5-7B-Instruct,24,11,3.55,3.55
Qwen/Qwen2.5-7B-Instruct,24,12,95.59,95.59
Qwen/Qwen2.5-7B-Instruct,24,13,99.92,99.92
Qwen/Qwen2.5-7B-Instruct,24,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,24,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,24,16,2.61,2.61
Qwen/Qwen2.5-7B-Instruct,24,17,4.24,4.24
Qwen/Qwen2.5-7B-Instruct,24,18,97.27,0.0
Qwen/Qwen2.5-7B-Instruct,24,19,22.63,0.0
Qwen/Qwen2.5-7B-Instruct,24,20,3.94,0.0
Qwen/Qwen2.5-7B-Instruct,24,21,44.71,0.0
Qwen/Qwen2.5-7B-Instruct,24,22,99.93,0.0
Qwen/Qwen2.5-7B-Instruct,24,23,16.98,0.0
Qwen/Qwen2.5-7B-Instruct,24,24,86.96,0.0
Qwen/Qwen2.5-7B-Instruct,24,25,99.94,0.01
Qwen/Qwen2.5-7B-Instruct,24,26,1.49,0.0
Qwen/Qwen2.5-7B-Instruct,24,27,18.25,0.0
Qwen/Qwen2.5-7B-Instruct,25,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,25,1,24.15,24.15
Qwen/Qwen2.5-7B-Instruct,25,2,99.33,99.33
Qwen/Qwen2.5-7B-Instruct,25,3,88.1,88.1
Qwen/Qwen2.5-7B-Instruct,25,4,27.2,27.2
Qwen/Qwen2.5-7B-Instruct,25,5,8.98,8.98
Qwen/Qwen2.5-7B-Instruct,25,6,0.06,0.06
Qwen/Qwen2.5-7B-Instruct,25,7,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,25,8,79.03,79.03
Qwen/Qwen2.5-7B-Instruct,25,9,0.03,0.03
Qwen/Qwen2.5-7B-Instruct,25,10,97.34,97.34
Qwen/Qwen2.5-7B-Instruct,25,11,13.81,13.81
Qwen/Qwen2.5-7B-Instruct,25,12,99.55,99.55
Qwen/Qwen2.5-7B-Instruct,25,13,99.97,99.97
Qwen/Qwen2.5-7B-Instruct,25,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,25,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,25,16,15.98,15.98
Qwen/Qwen2.5-7B-Instruct,25,17,19.5,19.5
Qwen/Qwen2.5-7B-Instruct,25,18,98.06,0.0
Qwen/Qwen2.5-7B-Instruct,25,19,30.74,0.0
Qwen/Qwen2.5-7B-Instruct,25,20,0.37,0.0
Qwen/Qwen2.5-7B-Instruct,25,21,2.54,0.0
Qwen/Qwen2.5-7B-Instruct,25,22,97.6,0.0
Qwen/Qwen2.5-7B-Instruct,25,23,0.17,0.0
Qwen/Qwen2.5-7B-Instruct,25,24,46.31,0.0
Qwen/Qwen2.5-7B-Instruct,25,25,98.66,0.0
Qwen/Qwen2.5-7B-Instruct,25,26,0.01,0.0
Qwen/Qwen2.5-7B-Instruct,25,27,0.03,0.0
Qwen/Qwen2.5-7B-Instruct,26,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,26,1,11.23,11.23
Qwen/Qwen2.5-7B-Instruct,26,2,97.91,97.91
Qwen/Qwen2.5-7B-Instruct,26,3,67.78,67.78
Qwen/Qwen2.5-7B-Instruct,26,4,9.01,9.01
Qwen/Qwen2.5-7B-Instruct,26,5,5.3,5.3
Qwen/Qwen2.5-7B-Instruct,26,6,0.03,0.03
Qwen/Qwen2.5-7B-Instruct,26,7,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,26,8,76.71,76.71
Qwen/Qwen2.5-7B-Instruct,26,9,0.06,0.06
Qwen/Qwen2.5-7B-Instruct,26,10,91.42,91.42
Qwen/Qwen2.5-7B-Instruct,26,11,9.1,9.1
Qwen/Qwen2.5-7B-Instruct,26,12,98.17,98.17
Qwen/Qwen2.5-7B-Instruct,26,13,99.99,99.99
Qwen/Qwen2.5-7B-Instruct,26,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,26,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,26,16,11.71,11.71
Qwen/Qwen2.5-7B-Instruct,26,17,36.26,36.26
Qwen/Qwen2.5-7B-Instruct,26,18,99.36,0.0
Qwen/Qwen2.5-7B-Instruct,26,19,46.34,0.0
Qwen/Qwen2.5-7B-Instruct,26,20,22.6,0.0
Qwen/Qwen2.5-7B-Instruct,26,21,77.72,0.0
Qwen/Qwen2.5-7B-Instruct,26,22,99.99,0.01
Qwen/Qwen2.5-7B-Instruct,26,23,31.23,0.0
Qwen/Qwen2.5-7B-Instruct,26,24,95.72,0.0
Qwen/Qwen2.5-7B-Instruct,26,25,99.95,0.01
Qwen/Qwen2.5-7B-Instruct,26,26,8.52,0.0
Qwen/Qwen2.5-7B-Instruct,26,27,55.44,0.0
Qwen/Qwen2.5-7B-Instruct,27,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,27,1,15.32,15.32
Qwen/Qwen2.5-7B-Instruct,27,2,99.0,99.0
Qwen/Qwen2.5-7B-Instruct,27,3,80.48,80.48
Qwen/Qwen2.5-7B-Instruct,27,4,20.19,20.19
Qwen/Qwen2.5-7B-Instruct,27,5,6.82,6.82
Qwen/Qwen2.5-7B-Instruct,27,6,0.05,0.05
Qwen/Qwen2.5-7B-Instruct,27,7,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,27,8,83.2,83.2
Qwen/Qwen2.5-7B-Instruct,27,9,0.02,0.02
Qwen/Qwen2.5-7B-Instruct,27,10,92.26,92.26
Qwen/Qwen2.5-7B-Instruct,27,11,5.09,5.09
Qwen/Qwen2.5-7B-Instruct,27,12,98.37,98.37
Qwen/Qwen2.5-7B-Instruct,27,13,99.93,99.93
Qwen/Qwen2.5-7B-Instruct,27,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,27,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,27,16,5.68,5.68
Qwen/Qwen2.5-7B-Instruct,27,17,6.78,6.78
Qwen/Qwen2.5-7B-Instruct,27,18,98.54,0.0
Qwen/Qwen2.5-7B-Instruct,27,19,29.71,0.0
Qwen/Qwen2.5-7B-Instruct,27,20,13.34,0.0
Qwen/Qwen2.5-7B-Instruct,27,21,39.21,0.0
Qwen/Qwen2.5-7B-Instruct,27,22,99.98,0.0
Qwen/Qwen2.5-7B-Instruct,27,23,44.55,0.0
Qwen/Qwen2.5-7B-Instruct,27,24,98.04,0.0
Qwen/Qwen2.5-7B-Instruct,27,25,99.98,0.02
Qwen/Qwen2.5-7B-Instruct,27,26,4.86,0.0
Qwen/Qwen2.5-7B-Instruct,27,27,47.28,0.0
Qwen/Qwen2.5-7B-Instruct,28,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,28,1,16.35,16.35
Qwen/Qwen2.5-7B-Instruct,28,2,98.75,98.75
Qwen/Qwen2.5-7B-Instruct,28,3,90.9,90.9
Qwen/Qwen2.5-7B-Instruct,28,4,45.06,45.06
Qwen/Qwen2.5-7B-Instruct,28,5,34.21,34.21
Qwen/Qwen2.5-7B-Instruct,28,6,0.28,0.28
Qwen/Qwen2.5-7B-Instruct,28,7,0.05,0.05
Qwen/Qwen2.5-7B-Instruct,28,8,94.45,94.45
Qwen/Qwen2.5-7B-Instruct,28,9,0.22,0.22
Qwen/Qwen2.5-7B-Instruct,28,10,96.46,96.46
Qwen/Qwen2.5-7B-Instruct,28,11,35.35,35.35
Qwen/Qwen2.5-7B-Instruct,28,12,99.6,99.6
Qwen/Qwen2.5-7B-Instruct,28,13,99.98,99.98
Qwen/Qwen2.5-7B-Instruct,28,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,28,15,0.02,0.02
Qwen/Qwen2.5-7B-Instruct,28,16,53.28,53.28
Qwen/Qwen2.5-7B-Instruct,28,17,64.28,64.28
Qwen/Qwen2.5-7B-Instruct,28,18,99.9,0.0
Qwen/Qwen2.5-7B-Instruct,28,19,84.08,0.0
Qwen/Qwen2.5-7B-Instruct,28,20,51.37,0.0
Qwen/Qwen2.5-7B-Instruct,28,21,92.09,0.0
Qwen/Qwen2.5-7B-Instruct,28,22,100.0,0.06
Qwen/Qwen2.5-7B-Instruct,28,23,23.16,0.0
Qwen/Qwen2.5-7B-Instruct,28,24,98.06,0.0
Qwen/Qwen2.5-7B-Instruct,28,25,99.97,0.02
Qwen/Qwen2.5-7B-Instruct,28,26,2.72,0.0
Qwen/Qwen2.5-7B-Instruct,28,27,4.58,0.0
Qwen/Qwen2.5-7B-Instruct,29,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,29,1,11.9,11.9
Qwen/Qwen2.5-7B-Instruct,29,2,98.35,98.35
Qwen/Qwen2.5-7B-Instruct,29,3,67.57,67.57
Qwen/Qwen2.5-7B-Instruct,29,4,4.46,4.46
Qwen/Qwen2.5-7B-Instruct,29,5,3.85,3.85
Qwen/Qwen2.5-7B-Instruct,29,6,0.02,0.02
Qwen/Qwen2.5-7B-Instruct,29,7,0.01,0.01
Qwen/Qwen2.5-7B-Instruct,29,8,88.89,88.89
Qwen/Qwen2.5-7B-Instruct,29,9,0.12,0.12
Qwen/Qwen2.5-7B-Instruct,29,10,95.12,95.12
Qwen/Qwen2.5-7B-Instruct,29,11,22.63,22.63
Qwen/Qwen2.5-7B-Instruct,29,12,86.8,86.8
Qwen/Qwen2.5-7B-Instruct,29,13,99.98,99.98
Qwen/Qwen2.5-7B-Instruct,29,14,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,29,15,0.0,0.0
Qwen/Qwen2.5-7B-Instruct,29,16,46.1,46.1
Qwen/Qwen2.5-7B-Instruct,29,17,85.26,85.26
Qwen/Qwen2.5-7B-Instruct,29,18,99.92,0.0
Qwen/Qwen2.5-7B-Instruct,29,19,63.13,0.0
Qwen/Qwen2.5-7B-Instruct,29,20,49.1,0.0
Qwen/Qwen2.5-7B-Instruct,29,21,79.86,0.0
Qwen/Qwen2.5-7B-Instruct,29,22,100.0,0.08
Qwen/Qwen2.5-7B-Instruct,29,23,37.14,0.0
Qwen/Qwen2.5-7B-Instruct,29,24,98.65,0.0
Qwen/Qwen2.5-7B-Instruct,29,25,99.99,0.05
Qwen/Qwen2.5-7B-Instruct,29,26,10.24,0.0
Qwen/Qwen2.5-7B-Instruct,29,27,95.21,0.0
Qwen/Qwen2.5-7B-Instruct,30,0,99.9,99.9
Qwen/Qwen2.5-7B-Instruct,30,1,20.23,20.23
Qwen/Qwen2.5-7B-Instruct,30,2,99.12,99.12
Qwen/Qwen2.5-7B-Instruct,30,3,90.16,90.16
Qwen/Qwen2.5-7B-Instruct,30,4,26.14,26.14
