id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_baseline,predizione_post_steering,codice_originale
70,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static int mxf_read_cryptographic_context(MXFCryptoContext *cryptocontext, ByteIOContext *pb, int tag, int size, UID uid)

{

    if (size != 16)

        return -1;

    if (IS_KLV_KEY(uid, mxf_crypto_source_container_ul))

        get_buffer(pb, cryptocontext->source_container_ul, 16);

    return 0;

}
"
71,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static int get_int32_equal(QEMUFile *f, void *pv, size_t size,

                           VMStateField *field)

{

    int32_t *v = pv;

    int32_t v2;

    qemu_get_sbe32s(f, &v2);



    if (*v == v2) {

        return 0;


    error_report(""%"" PRIx32 "" != %"" PRIx32, *v, v2);




    return -EINVAL;
"
72,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"g_malloc(size_t n_bytes)

{

    void *mem;

    __coverity_negative_sink__(n_bytes);

    mem = malloc(n_bytes == 0 ? 1 : n_bytes);

    if (!mem) __coverity_panic__();

    return mem;

}
"
73,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static int ftp_features(FTPContext *s)

{

    static const char *feat_command        = ""FEAT\r\n"";

    static const char *enable_utf8_command = ""OPTS UTF8 ON\r\n"";

    static const int feat_codes[] = {211, 0};

    static const int opts_codes[] = {200, 451};

    char *feat;



    if (ftp_send_command(s, feat_command, feat_codes, &feat) == 211) {

        if (av_stristr(feat, ""UTF8""))

            ftp_send_command(s, enable_utf8_command, opts_codes, NULL);

    }

    return 0;

}
"
74,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"Object *object_dynamic_cast_assert(Object *obj, const char *typename)

{

    Object *inst;



    inst = object_dynamic_cast(obj, typename);



    if (!inst) {

        fprintf(stderr, ""Object %p is not an instance of type %s\n"",

                obj, typename);

        abort();

    }



    return inst;

}
"
75,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"void av_bitstream_filter_close(AVBitStreamFilterContext *bsfc){



    if(bsfc->filter->close)

        bsfc->filter->close(bsfc);

    av_freep(&bsfc->priv_data);

    av_parser_close(bsfc->parser);

    av_free(bsfc);

}"
76,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static void kvm_invoke_set_guest_debug(void *data)

{

    struct kvm_set_guest_debug_data *dbg_data = data;

    CPUState *env = dbg_data->env;



    if (env->kvm_vcpu_dirty) {

        kvm_arch_put_registers(env);

        env->kvm_vcpu_dirty = 0;

    }

    dbg_data->err = kvm_vcpu_ioctl(env, KVM_SET_GUEST_DEBUG, &dbg_data->dbg);

}
"
77,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"uint64_t helper_sublv (uint64_t op1, uint64_t op2)

{

    uint64_t tmp = op1;

    op1 = (uint32_t)(op1 - op2);

    if (unlikely(((~tmp) ^ op1 ^ (-1UL)) & ((~tmp) ^ op2) & (1UL << 31))) {

        helper_excp(EXCP_ARITH, EXCP_ARITH_OVERFLOW);

    }

    return op1;

}
"
78,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static inline int cris_addc_m(int a, const int *b)

{

	asm volatile (""addc [%1], %0\n"" : ""+r"" (a) : ""r"" (b));

	return a;

}
"
79,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"void helper_wrpsr(CPUSPARCState *env, target_ulong new_psr)

{

    if ((new_psr & PSR_CWP) >= env->nwindows) {

        cpu_raise_exception_ra(env, TT_ILL_INSN, GETPC());

    } else {



        cpu_put_psr(env, new_psr);


    }

}"
80,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"int qemu_peek_byte(QEMUFile *f, int offset)

{

    int index = f->buf_index + offset;



    assert(!qemu_file_is_writable(f));

    assert(offset < IO_BUF_SIZE);



    if (index >= f->buf_size) {

        qemu_fill_buffer(f);

        index = f->buf_index + offset;

        if (index >= f->buf_size) {

            return 0;

        }

    }

    return f->buf[index];

}
"
81,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"void block_job_cancel_sync(BlockJob *job)

{

    BlockDriverState *bs = job->bs;



    assert(bs->job == job);

    block_job_cancel(job);

    while (bs->job != NULL && bs->job->busy) {

        qemu_aio_wait();

    }

}
"
82,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static void do_change_block(const char *device, const char *filename)

{

    BlockDriverState *bs;



    bs = bdrv_find(device);

    if (!bs) {

        term_printf(""device not found\n"");

        return;

    }

    if (eject_device(bs, 0) < 0)

        return;

    bdrv_open(bs, filename, 0);

    qemu_key_check(bs, filename);

}
"
83,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static inline int cris_bound_d(int v, int b)

{

	int r = v;

	asm (""bound.d\t%1, %0\n"" : ""+r"" (r) : ""ri"" (b));

	return r;

}
"
84,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static int get_real_id(const char *devpath, const char *idname, uint16_t *val)

{

    FILE *f;

    char name[128];

    long id;



    snprintf(name, sizeof(name), ""%s%s"", devpath, idname);

    f = fopen(name, ""r"");

    if (f == NULL) {

        error_report(""%s: %s: %m"", __func__, name);

        return -1;

    }

    if (fscanf(f, ""%li\n"", &id) == 1) {

        *val = id;

    } else {


        return -1;

    }




    return 0;

}"
85,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static int io_open_default(AVFormatContext *s, AVIOContext **pb,
                           const char *url, int flags, AVDictionary **options)
{
#if FF_API_OLD_OPEN_CALLBACKS
FF_DISABLE_DEPRECATION_WARNINGS
    if (s->open_cb)
        return s->open_cb(s, pb, url, flags, &s->interrupt_callback, options);
FF_ENABLE_DEPRECATION_WARNINGS
#endif
    return ffio_open_whitelist(pb, url, flags, &s->interrupt_callback, options, s->protocol_whitelist, s->protocol_blacklist);
}"
86,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"void qemu_macaddr_default_if_unset(MACAddr *macaddr)

{

    static int index = 0;

    static const MACAddr zero = { .a = { 0,0,0,0,0,0 } };



    if (memcmp(macaddr, &zero, sizeof(zero)) != 0)

        return;

    macaddr->a[0] = 0x52;

    macaddr->a[1] = 0x54;

    macaddr->a[2] = 0x00;

    macaddr->a[3] = 0x12;

    macaddr->a[4] = 0x34;

    macaddr->a[5] = 0x56 + index++;

}
"
87,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"void OPPROTO op_divb_AL_T0(void)

{

    unsigned int num, den, q, r;



    num = (EAX & 0xffff);

    den = (T0 & 0xff);

    if (den == 0) {

        raise_exception(EXCP00_DIVZ);

    }

    q = (num / den) & 0xff;

    r = (num % den) & 0xff;

    EAX = (EAX & ~0xffff) | (r << 8) | q;

}
"
88,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"getouraddr(void)

{

	char buff[256];

	struct hostent *he = NULL;



	if (gethostname(buff,256) == 0)

            he = gethostbyname(buff);

        if (he)

            our_addr = *(struct in_addr *)he->h_addr;

        if (our_addr.s_addr == 0)

            our_addr.s_addr = loopback_addr.s_addr;

}
"
89,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"void visit_start_struct(Visitor *v, const char *name, void **obj,

                        size_t size, Error **errp)

{

    Error *err = NULL;



    if (obj) {

        assert(size);

        assert(v->type != VISITOR_OUTPUT || *obj);

    }

    v->start_struct(v, name, obj, size, &err);

    if (obj && v->type == VISITOR_INPUT) {

        assert(!err != !*obj);

    }

    error_propagate(errp, err);

}
"
90,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static KeyValue *copy_key_value(KeyValue *src)

{

    KeyValue *dst = g_new(KeyValue, 1);

    memcpy(dst, src, sizeof(*src));






    return dst;
"
91,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"void isa_bus_irqs(ISABus *bus, qemu_irq *irqs)

{

    if (!bus) {

        hw_error(""Can't set isa irqs with no isa bus present."");

    }

    bus->irqs = irqs;

}
"
92,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"static inline int signed_shift(int i, int shift) {

    if (shift > 0)

        return i << shift;

    return i >> -shift;

}
"
93,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro,"int bdrv_check(BlockDriverState *bs, BdrvCheckResult *res, BdrvCheckMode fix)

{




    if (bs->drv->bdrv_check == NULL) {

        return -ENOTSUP;




    memset(res, 0, sizeof(*res));

    return bs->drv->bdrv_check(bs, res, fix);
"
94,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static void nbd_read(void *opaque)

{

    NBDClient *client = opaque;



    if (client->recv_coroutine) {

        qemu_coroutine_enter(client->recv_coroutine, NULL);

    } else {

        qemu_coroutine_enter(qemu_coroutine_create(nbd_trip), client);

    }

}
"
95,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static gboolean gd_vc_in(GIOChannel *chan, GIOCondition cond, void *opaque)

{

    VirtualConsole *vc = opaque;

    uint8_t buffer[1024];

    ssize_t len;



    len = read(vc->fd, buffer, sizeof(buffer));

    if (len <= 0) {

        return FALSE;

    }



    qemu_chr_be_write(vc->chr, buffer, len);



    return TRUE;

}
"
96,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static av_always_inline void thread_park_workers(SliceThreadContext *c, int thread_count)

{

    while (c->current_job != thread_count + c->job_count)

        pthread_cond_wait(&c->last_job_cond, &c->current_job_lock);

    pthread_mutex_unlock(&c->current_job_lock);

}
"
97,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static struct pathelem *add_entry(struct pathelem *root, const char *name,

                                  unsigned type)

{

    struct pathelem **e;



    root->num_entries++;



    root = realloc(root, sizeof(*root)

                   + sizeof(root->entries[0])*root->num_entries);

    e = &root->entries[root->num_entries-1];



    *e = new_entry(root->pathname, root, name);

    if (is_dir_maybe(type)) {

        *e = add_dir_maybe(*e);

    }



    return root;

}
"
98,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static void check_cmd(AHCIState *s, int port)

{

    AHCIPortRegs *pr = &s->dev[port].port_regs;

    int slot;



    if ((pr->cmd & PORT_CMD_START) && pr->cmd_issue) {

        for (slot = 0; (slot < 32) && pr->cmd_issue; slot++) {

            if ((pr->cmd_issue & (1 << slot)) &&

                !handle_cmd(s, port, slot)) {

                pr->cmd_issue &= ~(1 << slot);

            }

        }

    }

}
"
99,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"struct vhost_net *vhost_net_init(VLANClientState *backend, int devfd,

                                 bool force)

{


    return NULL;

}"
100,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static void nbd_coroutine_start(NbdClientSession *s,

   struct nbd_request *request)

{

    /* Poor man semaphore.  The free_sema is locked when no other request

     * can be accepted, and unlocked after receiving one reply.  */

    if (s->in_flight >= MAX_NBD_REQUESTS - 1) {

        qemu_co_mutex_lock(&s->free_sema);

        assert(s->in_flight < MAX_NBD_REQUESTS);

    }

    s->in_flight++;



    /* s->recv_coroutine[i] is set as soon as we get the send_lock.  */

}
"
101,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static inline abi_long host_to_target_timespec(abi_ulong target_addr,

                                               struct timespec *host_ts)

{

    struct target_timespec *target_ts;



    if (!lock_user_struct(VERIFY_WRITE, target_ts, target_addr, 0))

        return -TARGET_EFAULT;

    target_ts->tv_sec = tswapal(host_ts->tv_sec);

    target_ts->tv_nsec = tswapal(host_ts->tv_nsec);

    unlock_user_struct(target_ts, target_addr, 1);

    return 0;

}
"
102,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static void omap_i2c_set_slave_addr(OMAPI2C *s, uint8_t addr)

{

    uint16_t data = addr;



    memwrite(s->addr + OMAP_I2C_SA, &data, 2);

    memread(s->addr + OMAP_I2C_SA, &data, 2);

    g_assert_cmphex(data, ==, addr);

}
"
103,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"BlockStatsList *qmp_query_blockstats(Error **errp)
{
    BlockStatsList *head = NULL, **p_next = &head;
    BlockDriverState *bs = NULL;
     while ((bs = bdrv_next(bs))) {
        BlockStatsList *info = g_malloc0(sizeof(*info));
        info->value = bdrv_query_stats(bs);
        *p_next = info;
        p_next = &info->next;
    }
    return head;
}"
104,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static inline void cris_fidx_i(unsigned int x)

{

	register unsigned int v asm(""$r10"") = x;

	asm (""fidxi\t[%0]\n"" : : ""r"" (v) );

}
"
105,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"void exec_start_incoming_migration(const char *command, Error **errp)

{

    QEMUFile *f;



    DPRINTF(""Attempting to start an incoming migration\n"");

    f = qemu_popen_cmd(command, ""r"");

    if(f == NULL) {

        error_setg_errno(errp, errno, ""failed to popen the migration source"");

        return;

    }



    qemu_set_fd_handler2(qemu_get_fd(f), NULL,

			 exec_accept_incoming_migration, NULL, f);

}
"
106,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"void bdrv_flush(BlockDriverState *bs)
{
    if (bs->drv && bs->drv->bdrv_flush)
        bs->drv->bdrv_flush(bs);"
107,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static int film_probe(AVProbeData *p)
{
    if (AV_RB32(&p->buf[0]) != FILM_TAG)
    return AVPROBE_SCORE_MAX;
}"
108,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static int scale_vector(int16_t *dst, const int16_t *vector, int length)

{

    int bits, max = 0;

    int i;



    for (i = 0; i < length; i++)

        max |= FFABS(vector[i]);



    bits  = normalize_bits(max, 15);



    if (bits == 15)

        for (i = 0; i < length; i++)

            dst[i] = vector[i] * 0x7fff >> 3;

    else

        for (i = 0; i < length; i++)

            dst[i] = vector[i] << bits >> 3;



    return bits - 3;

}
"
109,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static int query_format(struct vf_instance *vf, unsigned int fmt)

{

        /* FIXME - really any YUV 4:2:0 input format should work */

        switch (fmt) {

        case IMGFMT_YV12:

        case IMGFMT_IYUV:

        case IMGFMT_I420:

                return ff_vf_next_query_format(vf, IMGFMT_YV12);

        }

        return 0;

}
"
110,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"int bdrv_has_zero_init(BlockDriverState *bs)

{

    assert(bs->drv);



    if (bs->drv->bdrv_has_zero_init) {

        return bs->drv->bdrv_has_zero_init(bs);

    }



    return 1;

}
"
111,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"void av_register_output_format(AVOutputFormat *format)

{

    AVOutputFormat **p = last_oformat;



    format->next = NULL;

    while(*p || avpriv_atomic_ptr_cas((void * volatile *)p, NULL, format))

        p = &(*p)->next;

    last_oformat = &format->next;

}
"
112,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static void FUNCC(pred8x8_horizontal)(uint8_t *_src, int stride){

    int i;

    pixel *src = (pixel*)_src;

    stride /= sizeof(pixel);



    for(i=0; i<8; i++){

        ((pixel4*)(src+i*stride))[0]=

        ((pixel4*)(src+i*stride))[1]= PIXEL_SPLAT_X4(src[-1+i*stride]);

    }

}
"
113,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static uint8_t qpci_pc_config_readb(QPCIBus *bus, int devfn, uint8_t offset)

{

    outl(0xcf8, (1 << 31) | (devfn << 8) | offset);

    return inb(0xcfc);

}
"
114,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static void test_validate_fail_union_native_list(TestInputVisitorData *data,

                                                 const void *unused)

{

    UserDefNativeListUnion *tmp = NULL;

    Error *err = NULL;

    Visitor *v;



    v = validate_test_init(data,

                           ""{ 'type': 'integer', 'data' : [ 'string' ] }"");



    visit_type_UserDefNativeListUnion(v, &tmp, NULL, &err);

    g_assert(err);


    qapi_free_UserDefNativeListUnion(tmp);

}"
115,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"int net_slirp_redir(const char *redir_str)

{

    struct slirp_config_str *config;



    if (QTAILQ_EMPTY(&slirp_stacks)) {

        config = g_malloc(sizeof(*config));

        pstrcpy(config->str, sizeof(config->str), redir_str);

        config->flags = SLIRP_CFG_HOSTFWD | SLIRP_CFG_LEGACY;

        config->next = slirp_configs;

        slirp_configs = config;

        return 0;

    }



    return slirp_hostfwd(QTAILQ_FIRST(&slirp_stacks), redir_str, 1);

}
"
116,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"PPC_OP(addme)

{

    T1 = T0;

    T0 += xer_ca + (-1);

    if (T1 != 0)

        xer_ca = 1;

    RETURN();

}
"
117,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static void tap_set_sndbuf(TAPState *s, const char *sndbuf_str, Monitor *mon)

{

    if (sndbuf_str) {

        config_error(mon, ""No '-net tap,sndbuf=<nbytes>' support available\n"");

    }

}
"
118,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static void vc1_inv_trans_4x4_dc_c(uint8_t *dest, int linesize, DCTELEM *block)

{

    int i;

    int dc = block[0];

    const uint8_t *cm;

    dc = (17 * dc +  4) >> 3;

    dc = (17 * dc + 64) >> 7;

    cm = ff_cropTbl + MAX_NEG_CROP + dc;

    for(i = 0; i < 4; i++){

        dest[0] = cm[dest[0]];

        dest[1] = cm[dest[1]];

        dest[2] = cm[dest[2]];

        dest[3] = cm[dest[3]];

        dest += linesize;

    }

}
"
119,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"void *ff_png_zalloc(void *opaque, unsigned int items, unsigned int size)

{

    if(items >= UINT_MAX / size)

        return NULL;

    return av_malloc(items * size);

}
"
120,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro,"static char *vnc_socket_remote_addr(const char *format, int fd) {

    struct sockaddr_storage sa;

    socklen_t salen;



    salen = sizeof(sa);

    if (getpeername(fd, (struct sockaddr*)&sa, &salen) < 0)

        return NULL;



    return addr_to_string(format, &sa, salen);

}
"
